stato,livello_acqua,tot_pompe_attive
StatoMacchina.MACCHINA_ATTIVA,97.34,6
StatoMacchina.MACCHINA_ATTIVA,97.64,6
StatoMacchina.MACCHINA_ATTIVA,94.62,6
StatoMacchina.MACCHINA_ATTIVA,99.22,6
StatoMacchina.MACCHINA_ATTIVA,100,6
StatoMacchina.MACCHINA_ATTIVA,98.67,6
StatoMacchina.MACCHINA_ATTIVA,100,6
StatoMacchina.MACCHINA_ATTIVA,99.05,6
StatoMacchina.MACCHINA_ATTIVA,100,6
StatoMacchina.MACCHINA_ATTIVA,98.24,6
StatoMacchina.MACCHINA_ATTIVA,100,6
StatoMacchina.MACCHINA_ATTIVA,98.19,6
StatoMacchina.MACCHINA_ATTIVA,100,6
StatoMacchina.MACCHINA_ATTIVA,97.95,6
StatoMacchina.MACCHINA_ATTIVA,93.82,6
StatoMacchina.MACCHINA_ATTIVA,90.69,6
StatoMacchina.MACCHINA_ATTIVA,89.0,6
StatoMacchina.MACCHINA_ATTIVA,84.03,6
StatoMacchina.DISATTIVA_ULTIMA_POMPA,80.3,6
StatoMacchina.MACCHINA_ATTIVA,78.98,5
StatoMacchina.MACCHINA_ATTIVA,76.64,5
StatoMacchina.MACCHINA_ATTIVA,78.26,5
StatoMacchina.MACCHINA_ATTIVA,81.25,5
StatoMacchina.MACCHINA_ATTIVA,77.23,5
StatoMacchina.MACCHINA_ATTIVA,74.32,5
StatoMacchina.MACCHINA_ATTIVA,78.73,5
StatoMacchina.MACCHINA_ATTIVA,83.12,5
StatoMacchina.MACCHINA_ATTIVA,83.89,5
StatoMacchina.MACCHINA_ATTIVA,85.88,5
StatoMacchina.MACCHINA_ATTIVA,88.74,5
StatoMacchina.MACCHINA_ATTIVA,89.88,5
StatoMacchina.MACCHINA_ATTIVA,86.27,5
StatoMacchina.MACCHINA_ATTIVA,87.77,5
StatoMacchina.ATTIVA_PROSSIMA_POMPA,92.22,5
StatoMacchina.MACCHINA_ATTIVA,92.83,6
StatoMacchina.MACCHINA_ATTIVA,92.51,6
StatoMacchina.MACCHINA_ATTIVA,87.53,6
StatoMacchina.DISATTIVA_ULTIMA_POMPA,82.92,6
StatoMacchina.MACCHINA_ATTIVA,81.19,5
StatoMacchina.MACCHINA_ATTIVA,78.45,5
StatoMacchina.MACCHINA_ATTIVA,81.83,5
StatoMacchina.MACCHINA_ATTIVA,80.95,5
StatoMacchina.MACCHINA_ATTIVA,85.17,5
StatoMacchina.MACCHINA_ATTIVA,82.33,5
StatoMacchina.MACCHINA_ATTIVA,80.69,5
StatoMacchina.MACCHINA_ATTIVA,77.62,5
StatoMacchina.MACCHINA_ATTIVA,76.67,5
StatoMacchina.MACCHINA_ATTIVA,75.89,5
StatoMacchina.DISATTIVA_ULTIMA_POMPA,71.12,5
StatoMacchina.MACCHINA_ATTIVA,69.59,4
StatoMacchina.MACCHINA_ATTIVA,73.26,4
StatoMacchina.MACCHINA_ATTIVA,73.24,4
StatoMacchina.MACCHINA_ATTIVA,77.71,4
StatoMacchina.MACCHINA_ATTIVA,79.61,4
StatoMacchina.ATTIVA_PROSSIMA_POMPA,83.18,4
StatoMacchina.MACCHINA_ATTIVA,82.37,5
StatoMacchina.MACCHINA_ATTIVA,82.83,5
StatoMacchina.MACCHINA_ATTIVA,79.93,5
StatoMacchina.MACCHINA_ATTIVA,78.23,5
StatoMacchina.MACCHINA_ATTIVA,73.64,5
StatoMacchina.DISATTIVA_ULTIMA_POMPA,70.3,5
StatoMacchina.MACCHINA_ATTIVA,68.03,4
StatoMacchina.MACCHINA_ATTIVA,69.43,4
StatoMacchina.MACCHINA_ATTIVA,69.07,4
StatoMacchina.MACCHINA_ATTIVA,73.74,4
StatoMacchina.MACCHINA_ATTIVA,75.43,4
StatoMacchina.MACCHINA_ATTIVA,75.05,4
StatoMacchina.MACCHINA_ATTIVA,74.11,4
StatoMacchina.MACCHINA_ATTIVA,69.87,4
StatoMacchina.MACCHINA_ATTIVA,74.47,4
StatoMacchina.MACCHINA_ATTIVA,73.01,4
StatoMacchina.MACCHINA_ATTIVA,68.87,4
StatoMacchina.MACCHINA_ATTIVA,64.74,4
StatoMacchina.MACCHINA_ATTIVA,63.85,4
StatoMacchina.MACCHINA_ATTIVA,67.11,4
StatoMacchina.MACCHINA_ATTIVA,68.94,4
StatoMacchina.MACCHINA_ATTIVA,69.09,4
StatoMacchina.MACCHINA_ATTIVA,72.73,4
StatoMacchina.MACCHINA_ATTIVA,68.33,4
StatoMacchina.MACCHINA_ATTIVA,71.86,4
StatoMacchina.MACCHINA_ATTIVA,70.71,4
StatoMacchina.MACCHINA_ATTIVA,66.05,4
StatoMacchina.MACCHINA_ATTIVA,65.15,4
StatoMacchina.DISATTIVA_ULTIMA_POMPA,60.93,4
StatoMacchina.MACCHINA_ATTIVA,63.2,3
StatoMacchina.MACCHINA_ATTIVA,59.9,3
StatoMacchina.MACCHINA_ATTIVA,62.36,3
StatoMacchina.MACCHINA_ATTIVA,66.81,3
StatoMacchina.ATTIVA_PROSSIMA_POMPA,70.88,3
StatoMacchina.MACCHINA_ATTIVA,75.56,4
StatoMacchina.MACCHINA_ATTIVA,73.86,4
StatoMacchina.MACCHINA_ATTIVA,73.3,4
StatoMacchina.MACCHINA_ATTIVA,77.52,4
StatoMacchina.ATTIVA_PROSSIMA_POMPA,82.45,4
StatoMacchina.MACCHINA_ATTIVA,79.58,5
StatoMacchina.MACCHINA_ATTIVA,81.37,5
StatoMacchina.MACCHINA_ATTIVA,79.36,5
StatoMacchina.MACCHINA_ATTIVA,80.16,5
StatoMacchina.MACCHINA_ATTIVA,82.99,5
StatoMacchina.MACCHINA_ATTIVA,79.62,5
StatoMacchina.MACCHINA_ATTIVA,81.77,5
StatoMacchina.MACCHINA_ATTIVA,81.68,5
StatoMacchina.MACCHINA_ATTIVA,80.85,5
StatoMacchina.MACCHINA_ATTIVA,79.8,5
StatoMacchina.MACCHINA_ATTIVA,74.87,5
StatoMacchina.DISATTIVA_ULTIMA_POMPA,70.73,5
StatoMacchina.MACCHINA_ATTIVA,66.28,4
StatoMacchina.MACCHINA_ATTIVA,70.99,4
StatoMacchina.MACCHINA_ATTIVA,72.67,4
StatoMacchina.MACCHINA_ATTIVA,73.37,4
StatoMacchina.MACCHINA_ATTIVA,71.08,4
StatoMacchina.MACCHINA_ATTIVA,71.44,4
StatoMacchina.MACCHINA_ATTIVA,68.74,4
StatoMacchina.MACCHINA_ATTIVA,73.45,4
StatoMacchina.MACCHINA_ATTIVA,77.28,4
StatoMacchina.MACCHINA_ATTIVA,72.62,4
StatoMacchina.MACCHINA_ATTIVA,69.55,4
StatoMacchina.MACCHINA_ATTIVA,73.01,4
StatoMacchina.MACCHINA_ATTIVA,77.88,4
StatoMacchina.MACCHINA_ATTIVA,78.08,4
StatoMacchina.ATTIVA_PROSSIMA_POMPA,80.34,4
StatoMacchina.MACCHINA_ATTIVA,84.13,5
StatoMacchina.MACCHINA_ATTIVA,83.78,5
StatoMacchina.MACCHINA_ATTIVA,86.16,5
StatoMacchina.MACCHINA_ATTIVA,89.58,5
StatoMacchina.ATTIVA_PROSSIMA_POMPA,94.58,5
StatoMacchina.MACCHINA_ATTIVA,91.05,6
StatoMacchina.MACCHINA_ATTIVA,93.08,6
StatoMacchina.MACCHINA_ATTIVA,92.39,6
StatoMacchina.MACCHINA_ATTIVA,90.15,6
StatoMacchina.MACCHINA_ATTIVA,94.65,6
StatoMacchina.MACCHINA_ATTIVA,91.32,6
StatoMacchina.MACCHINA_ATTIVA,87.9,6
StatoMacchina.MACCHINA_ATTIVA,85.09,6
StatoMacchina.MACCHINA_ATTIVA,88.74,6
StatoMacchina.MACCHINA_ATTIVA,88.86,6
StatoMacchina.MACCHINA_ATTIVA,84.59,6
StatoMacchina.MACCHINA_ATTIVA,86.47,6
StatoMacchina.DISATTIVA_ULTIMA_POMPA,82.97,6
StatoMacchina.MACCHINA_ATTIVA,82.49,5
StatoMacchina.MACCHINA_ATTIVA,87.2,5
StatoMacchina.MACCHINA_ATTIVA,86.15,5
StatoMacchina.MACCHINA_ATTIVA,86.58,5
StatoMacchina.ATTIVA_PROSSIMA_POMPA,91.55,5
StatoMacchina.MACCHINA_ATTIVA,88.71,6
StatoMacchina.MACCHINA_ATTIVA,90.95,6
StatoMacchina.MACCHINA_ATTIVA,88.24,6
StatoMacchina.MACCHINA_ATTIVA,86.32,6
StatoMacchina.MACCHINA_ATTIVA,88.19,6
StatoMacchina.MACCHINA_ATTIVA,88.26,6
StatoMacchina.MACCHINA_ATTIVA,88.38,6
StatoMacchina.MACCHINA_ATTIVA,87.74,6
StatoMacchina.MACCHINA_ATTIVA,86.79,6
StatoMacchina.DISATTIVA_ULTIMA_POMPA,82.56,6
StatoMacchina.MACCHINA_ATTIVA,84.21,5
StatoMacchina.MACCHINA_ATTIVA,89.19,5
StatoMacchina.MACCHINA_ATTIVA,89.8,5
StatoMacchina.ATTIVA_PROSSIMA_POMPA,91.14,5
StatoMacchina.MACCHINA_ATTIVA,92.94,6
StatoMacchina.MACCHINA_ATTIVA,88.5,6
StatoMacchina.MACCHINA_ATTIVA,87.71,6
StatoMacchina.MACCHINA_ATTIVA,89.85,6
StatoMacchina.MACCHINA_ATTIVA,87.5,6
StatoMacchina.MACCHINA_ATTIVA,84.46,6
StatoMacchina.MACCHINA_ATTIVA,85.23,6
StatoMacchina.MACCHINA_ATTIVA,88.24,6
StatoMacchina.MACCHINA_ATTIVA,84.16,6
StatoMacchina.MACCHINA_ATTIVA,88.1,6
