stato,livello_acqua,tot_pompe_attive
StatoMacchina.MACCHINA_ATTIVA,32.06,1
StatoMacchina.MACCHINA_ATTIVA,30.39,1
StatoMacchina.MACCHINA_ATTIVA,27.38,1
StatoMacchina.MACCHINA_ATTIVA,31.09,1
StatoMacchina.MACCHINA_ATTIVA,35.39,1
StatoMacchina.MACCHINA_ATTIVA,32.73,1
StatoMacchina.MACCHINA_ATTIVA,30.51,1
StatoMacchina.MACCHINA_ATTIVA,31.7,1
StatoMacchina.MACCHINA_ATTIVA,27.4,1
StatoMacchina.MACCHINA_ATTIVA,26.09,1
StatoMacchina.MACCHINA_ATTIVA,25.51,1
StatoMacchina.MACCHINA_ATTIVA,28.31,1
StatoMacchina.MACCHINA_ATTIVA,33.23,1
StatoMacchina.MACCHINA_ATTIVA,38.14,1
StatoMacchina.MACCHINA_ATTIVA,40.98,1
StatoMacchina.MACCHINA_ATTIVA,39.79,1
StatoMacchina.MACCHINA_ATTIVA,42.83,1
StatoMacchina.MACCHINA_ATTIVA,43.93,1
